No.,NT_Name {properties.title},ID,DCMSList,Strapline,Y {latitude},X {longitude},Lines,Town,County,Country,Postcode,Region,Phone,Email,Website {properties.url},"{$.@id=""https://w3id.org/locolligo/National-Trust-Sites""}"
295,Brean Down,2365,1,A natural pier with dramatic cliffs and Victorian fort,51.324402,-3.01443,--,Brean,Somerset,England,TA8 2RS,South West,4.41279E+11,breandown@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brean-down,
296,Monk's House,227,1,Leonard and Virginia Woolf's 16th-century country retreat,50.8396,0.01917,Rodmell,Lewes,East Sussex,England,BN7 3HF,London and South East,4.41273E+11,monkshouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/monks-house,
297,Polesden Lacey,265,1,The perfect setting for an Edwardian country retreat,51.261002,-0.36886,Great Bookham,near Dorking,Surrey,England,RH5 6BD,London and South East,4.41372E+11,polesdenlacey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/polesden-lacey,
298,Killerton,189,1,A family home and a great estate. Glorious landscape garden surrounded by parkland with fine 18th-century house ,50.792,-3.4565,Broadclyst,Exeter,Devon,England,EX5 3LE,South West,4.41393E+11,killerton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/killerton,
299,Attingham Park Estate: Town Walls Tower,332,1,Shrewsbury's last remaining watchtower,52.705002,-2.75512,--,Shrewsbury,Shropshire,England,SY1 1TN,Midlands,4.41744E+11,townwallstower@nationaltrust.org.uk,https://www.nationaltrust.org.uk/attingham-park-estate-town-walls-tower,
300,A la Ronde,1,1,"Quirky 18th-century, 16 sided house with fascinating interior decoration and collections",50.641718,-3.408798,Summer Lane,Exmouth,Devon,England,EX8 5BD,South West,4.41395E+11,alaronde@nationaltrust.org.uk,https://www.nationaltrust.org.uk/a-la-ronde,
301,Grange Barn,86,1,13th-century monastic barn,51.869099,0.68332,Grange Hill; Coggeshall,Colchester,Essex,England,CO6 1RE,East of England,4.41377E+11,coggeshall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/grange-barn,
302,Llanbedrog Beach,6148,0,A sheltered sandy beach with colourful beach huts overlooking Cardigan Bay.,52.857872,-4.484416,Llanbedrog,--,Gwynedd,Wales,LL53 7TT,Wales,4.41759E+11,llyn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/llanbedrog-beach,
303,Quarry Bank,272,1,"One of Britain's greatest industrial heritage sites, home to a complete industrial community",53.3461,-2.2487,Styal,Wilmslow,Cheshire,England,SK9 4LA,North West,4.41626E+11,quarrybank@nationaltrust.org.uk,https://www.nationaltrust.org.uk/quarry-bank,
304,Duckpool,6227,0,A remote beach with rock pools overlooked by cliffs often carpeted with wild flowers.,50.87657,-4.557695,near Bude,--,Cornwall,England,--,South West,4.41209E+11,duckpool@nationaltrust.org.uk,https://www.nationaltrust.org.uk/duckpool,
305,The Needles Old Battery and New Battery,237,1,Victorian coastal defence and secret rocket testing site perched high above the Needles Rocks,50.666543,-1.5658388,West High Down,Alum Bay,Isle of Wight,England,PO39 0JH,London and South East,4.41984E+11,needlesoldbattery@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-needles-old-battery-and-new-battery,
306,Winkworth Arboretum,378,1,A landscape arboretum reflecting the colours of each changing season,51.1614,-0.58113,Hascombe Road,Godalming,Surrey,England,GU8 4AD,London and South East,4.41483E+11,winkwortharboretum@nationaltrust.org.uk,https://www.nationaltrust.org.uk/winkworth-arboretum,
307,Smallhythe Place,302,1,Ellen Terry's early 16th-century house and cottage gardens,51.0383,0.70182,Smallhythe,Tenterden,Kent,England,TN30 7NG,London and South East,4.41581E+11,smallhytheplace@nationaltrust.org.uk,https://www.nationaltrust.org.uk/smallhythe-place,
308,Sandscale Haws National Nature Reserve,5162,0,Outstanding dune habitat supporting a wealth of wildlife and with magnificent views across the Duddon Estuary onto the Lakeland Fells.,54.170756,-3.225736,Roanhead; Hawthwaite Lane,near Barrow-in-Furness,Cumbria,England,LA14 4QJ,North West,4.41229E+11,MorecambeBayProperties@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sandscale-haws-national-nature-reserve,
309,Elizabethan House Museum,122,1,Delightful treasury of 16th-century domestic history,52.605,1.72721,4 South Quay,Great Yarmouth,Norfolk,England,NR30 2QH,East of England,4.41494E+11,elizabethanhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/elizabethan-house-museum,
310,Wilderhope Manor,372,1,Elizabethan gabled manor house,52.529301,-2.6725,Longville,Much Wenlock,Shropshire,England,TF13 6EG,Midlands,4.41695E+11,For countryside: wilderhope@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wilderhope-manor,
311,Fingle Bridge,6219,0,A calm spot over the River Teign with unspoilt woods,50.695276,-3.780949,Teign Gorge; near Drewsteignton,Exeter,Devon,England,--,South West,4.41647E+11,castledrogo@nationaltrust.org.uk,https://www.nationaltrust.org.uk/fingle-bridge,
312,Plymbridge Woods,5423,0,A wooded valley opening up to the moors of Dartmoor with a rich and varied industrious past,50.4089,-4.0786,Plymbridge Road,Plympton,Devon,England,PL7 4SR,South West,4.41752E+11,plymbridgewoods@nationaltrust.org.uk,https://www.nationaltrust.org.uk/plymbridge-woods,
313,Wellington Monument,6205,1,"A striking landmark at the heart of an appeal for repair, on the edge of the Blackdown Hills.",50.948397,-3.229276,--,--,Somerset,England,TA21 9PB,South West,4.41823E+11,wellington.monument@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wellington-monument,
314,Heelis,2580,0,Central office for the National Trust,51.563767,-1.79707,Kemble Drive,Swindon,Wiltshire,England,SN2 2NA,South West,4.41794E+11,heelisreception@nationaltrust.org.uk,https://www.nationaltrust.org.uk/heelis,
315,Beesands to Hallsands,6076,1,Discover the haunting remains of the lost village of Hallsands,50.24369,-3.659649,--,Beesands,Devon,England,TQ7,South West,4.41752E+11,southdevon@nationaltrust.org.uk,--,
316,Lavenham Guildhall,196,1,One of the most spectacular timber framed buildings of medieval England at the heart of village life,52.10876,0.79662,Market Place; Lavenham,Sudbury,Suffolk,England,CO10 9QZ,East of England,4.41787E+11,lavenhamguildhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lavenham-guildhall,
317,Ashdown,15,1,Unusual Dutch-style house on the Berkshire Downs,51.535999,-1.59116,--,Lambourn,Berkshire,England,RG17 8RE,London and South East,4.41794E+11,ashdownhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ashdown,
318,Tredegar House,4524,1,"A place shaped by the local community, Tredegar House and its surrounding gardens and parkland stand proudly at the heart of Newport's heritage.",51.561601,-3.028106,Tredegar House; Pencarn Way,Newport,--,Wales,NP10 8YW,Wales,4.41634E+11,tredegar@nationaltrust.org.uk,https://www.nationaltrust.org.uk/tredegar-house,
319,Hembury and Holne Woods,5283,0,"Lichen-clad, ancient oak woodland valleys following the River Dart",50.499378,-3.795526,--,--,Hembury: SX730 680 / Holne: SX712 710,England,--,South West,4.41365E+11,dartmoor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hembury-and-holne-woods,
320,South Foreland Lighthouse,305,1,The first lighthouse to use an electric light,51.1320901,1.3345979,St Margaret's Bay,Dover,Kent,England,--,London and South East,4.41305E+11,southforeland@nationaltrust.org.uk,https://www.nationaltrust.org.uk/south-foreland-lighthouse,
321,Claydon,81,1,Splendid eighteenth-century English interiors in an idyllic country setting,51.924599,-0.95617,Middle Claydon,near Buckingham,Buckinghamshire,England,MK18 2EY,London and South East,4.41297E+11,claydon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/claydon,
322,Totternhoe Knolls,6197,0,Totternhoe Knolls sits within an important medieval quarrying area ,51.885604,-0.569598,Castle Hill Road,Totternhoe,Bedfordshire,England,--,East of England,4.41583E+11,dunstabledowns@nationaltrust.org.uk,--,
323,Lewesdon Hill,5289,0,"The highest point in Dorset with views between the trees over Devon, Somerset and out to sea",50.807833,-2.799555,Nr Broadwindsor,Beaminster,Dorset,England,--,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lewesdon-hill,
324,"The Workhouse, Southwell",656,1,Atmospheric Victorian workhouse,53.0795,-0.93981,Upton Road,Southwell,Nottinghamshire,England,NG25 0PT,Midlands,4.41637E+11,theworkhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-workhouse-southwell,
325,Fountains Abbey and Studley Royal Water Garden,134,1,Ancient abbey ruins and an awe-inspiring water garden at this World Heritage Site,54.1096,-1.58033,Fountains,Ripon,North Yorkshire,England,HG4 3DY,Yorkshire and North East,4.41766E+11,fountainsabbey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/fountains-abbey-and-studley-royal-water-garden,
326,Wicken Fen National Nature Reserve,370,0,"The National Trust's oldest nature reserve, and England's most famous fen",52.3101,0.29291,Lode Lane; Wicken,Ely,Cambridgeshire,England,CB7 5XP,East of England,4.41354E+11,wickenfen@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wicken-fen-nature-reserve,
327,Mullion Cove,6225,0,"Originally built in the 1890s, the picturesque harbour at Mullion Cove shelters a small fishing fleet from powerful westerly storms.",50.01651,-5.256341,on the Lizard peninsula,near Helston,Cornwall,England,TR12 7ES,South West,4.41326E+11,mullioncove@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mullion-cove,
328,Durham Coast,6171,0,County Durham's coastline has emerged from a polluted industrial past to become a haven for wildlife,54.823619,-1.322313,Nose's Point Car Park; East Cliff Road,Seaham,County Durham,England,SR7 7PS,Yorkshire and North East,4.41724E+11,durhamcoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/durham-coast,
329,Berrington Hall,31,1,Georgian grandeur on a human scale; neoclassical mansion by Henry Holland set in 'Capability' Brown's final landscape and gardens,52.269501,-2.71427,--,near Leominster,Herefordshire,England,HR6 0DW,Midlands,4.41569E+11,berrington@nationaltrust.org.uk,https://www.nationaltrust.org.uk/berrington-hall,
330,Kinver Edge and the Rock Houses,187,1,High sandstone ridge and hill fort overlooking dramatic red sandstone rock houses,52.450109,-2.242739,Holy Austin Rock Houses; Compton Road,"Kinver, near Stourbridge",Staffordshire,England,DY7 6DL,Midlands,4.41385E+11,kinveredge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kinver-edge-and-the-rock-houses,
331,Corfe Castle,94,1,Thousand-year-old royal castle shaped by warfare,50.637901,-2.05654,The Square; Corfe Castle,Wareham,Dorset,England,BH20 5EZ,South West,4.41929E+11,corfecastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/corfe-castle,
332,Alderley Edge and Cheshire Countryside,473,0,"Dramatic red sandstone escarpment, with impressive views",53.296501,-2.21235,Macclesfield Road; Nether Alderley,Macclesfield,Cheshire,England,SK10 4UB,North West,4.41626E+11,alderleyedge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/alderley-edge-and-cheshire-countryside,
333,Rainham Hall,274,1,"An elegant Georgian House with a diverse history, peaceful garden and changing exhibitions to explore.",51.521696,0.193162,The Broadway; Rainham,Havering,London,England,RM13 9YN,London and South East,4.41709E+11,rainhamhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/rainham-hall,
334,Dolaucothi Gold Mines,108,1,Golden Days Out Come Rain or Shine!,52.0443,-3.94824,Pumsaint,Llanwrda,Carmarthenshire,Wales,SA19 8US,Wales,4.41559E+11,dolaucothi@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dolaucothi-gold-mines,
335,Sharpenhoe,5306,0,Ancient woodland and chalk escarpment with fantastic views,51.95354,-0.450765,Sharpenhoe Road,Streatley,Bedfordshire,England,--,East of England,4.41583E+11,dunstabledowns@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sharpenhoe,
336,Woolbeding Countryside,6064,0,Experience a landscape shaped by traditional rural life,50.9890827,-0.7559299,Woolbeding Estate Office; Pound Common Estate Yard,Woolbeding,West Sussex,England,GU29 0QB,London and South East,4.41731E+11,southdownswest@nationaltrust.org.uk,https://www.nationaltrust.org.uk/woolbeding-countryside,
337,Bosveal,6214,0,Tucked in wooded valleys and surprising views of the restful Helford River,50.107933,-5.1134464,near Mawnan Smith; Falmouth,--,Cornwall,England,TR11 5JR,South West,4.41326E+11,bosveal@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bosveal,
338,Rievaulx Terrace,278,1,"One of Yorkshire's finest 18th-century landscape gardens, containing two temples",54.253899,-1.11556,Rievaulx,Helmsley,North Yorkshire,England,YO62 5LJ,Yorkshire and North East,4.4144E+11,nunningtonhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/rievaulx-terrace,
339,Trevose Head,90002,0,"Jutting into the Atlantic, Trevose Head commands views for miles along the coast",50.543132,-5.0187851,Trevose Head,near Padstow,Cornwall,Cornwall,PL28 8SL,South West,4.41209E+11,trevosehead@nationaltrust.org.uk,https://www.nationaltrust.org.uk/trevose-head,
340,Badbury Rings,900013,0,TBC,50.8272,2.0583,--,--,--,--,--,South West,--,--,--,
341,Crickley Hill,4515,0,"Distinctive landmark rich in wildlife and archaeology with a tremendous panorama, jointly owned with Gloucestershire Wildlife Trust",51.847053,-2.103022,--,Birdlip,Gloucestershire,England,GL4 8JY,South West,4.41453E+11,cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/crickley-hill,
342,Dunster Castle and Watermill,115,1,An ancient castle and comfortable country home with dramatic vistas and subtropical gardens,51.186187,-3.438736,Dunster,near Minehead,Somerset,England,TA24 6RL,South West,4.41644E+11,dunstercastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dunster-castle-and-watermill,
343,Wallington,352,1,"Discover Wallington, where an historical house meets rolling hills, woodlands and walled gardens.",55.1507,-1.95144,Cambo,near Morpeth,Northumberland,England,NE61 4AR,Yorkshire and North East,4.41671E+11,wallington@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wallington,
344,Prior Park Landscape Garden,270,1,Beautiful and intimate 18th-century landscape garden in Bath - undergoing a major restoration on its historic dams,51.367298,-2.34352,Ralph Allen Drive,Bath,Somerset,England,BA2 5AH,South West,4.41226E+11,priorpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/prior-park-landscape-garden,
345,Chapel Porth,6099,0,"A wild but cosy beach, rich in heritage and legend. ",50.300003,-5.234277,Chapel Porth,St Agnes,Cornwall,England,TR5 0NS,South West,4.41873E+11,chapelporth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chapel-porth,
346,Moleskin and Markham Hills,6212,0,"Wildlife-rich chalk grassland, beech woodland and meadows managed as a nature reserve.",51.94473,-0.44615,--,near Streatley,Bedfordshire,England,--,East of England,4.41583E+11,moleskinmarkhamhills@nationaltrust.org.uk,https://www.nationaltrust.org.uk/moleskin-and-markham-hills,
347,Wentworth Castle Gardens,90008,1,"Glorious gardens, woodland and parkland, created for the privileged few and preserved for everyone to enjoy",53.527001,-1.5181156,Wentworth Castle Gardens; Park Drive,Barnsley,South Yorkshire,--,S75 3EN,Yorkshire and North East,4.41226E+11,wentworthcastlegardens@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wentworth-castle-gardens,
348,Belton House,27,1,The perfect English country house?,52.944901,-0.6137,--,Grantham,Lincolnshire,England,NG32 2LS (SatNav: NG32 2LW),Midlands,4.41477E+11,belton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/belton-house,
349,Horsey Windpump,176,1,An iconic Norfolk Broads landmark,52.74247,1.638635,Horsey,Great Yarmouth,Norfolk,England,NR29 4EF,East of England,4.41264E+11,horseywindpump@nationaltrust.org.uk,https://www.nationaltrust.org.uk/horsey-windpump,
350,Seaton Delaval Hall,4032,1,A place of great theatre and drama,55.082846,-1.496508,The Avenue,Seaton Sluice,Northumberland,England,NE26 4QR,Yorkshire and North East,4.41912E+11,seatondelavalhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/seaton-delaval-hall,
351,Washington Old Hall,354,1,"Manor house associated with the family of George Washington, first president of the USA",54.901901,-1.5146,The Avenue; Washington Village,Washington,Tyne & Wear,England,NE38 7LE,Yorkshire and North East,4.41914E+11,washingtonoldhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/washington-old-hall,
352,Petworth,260,1,"Inspired by the Baroque palaces of Europe and nestled in the South Downs, Petworth House displays one of the finest art collections in the care of the National Trust. ",50.986099,-0.61281,Petworth House and Park,Petworth,West Sussex,England,GU28 9LR,London and South East,4.41798E+11,petworth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/petworth-house-and-park,
353,Tyntesfield,2362,1,"An ornate Victorian Gothic Revival house with extensive garden and parkland, just a stone's throw from Bristol",51.4485,-2.71889,Wraxall,Bristol,North Somerset,England,BS48 1NX,South West,4.41275E+11,tyntesfield@nationaltrust.org.uk,https://www.nationaltrust.org.uk/tyntesfield,
354,Hailes Abbey,158,1,13th-century Cistercian abbey,51.9702,-1.92724,near Winchcombe,Cheltenham,Gloucestershire,England,GL54 5PB,South West,4.41243E+11,Cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hailes-abbey,
355,East Pool Mine,95,1,Impressive Cornish beam engines and industrial heritage discovery centre,50.231016,-5.262162,Pool,near Redruth,Cornwall,England,TR15 3NP,South West,4.41209E+11,eastpool@nationaltrust.org.uk,https://www.nationaltrust.org.uk/east-pool-mine,
356,St Helens Duver,6006,0,Sand dunes with a royal history and great coastal views,50.698751,-1.0995964,St Helens Duver,St Helens,Isle of Wight,England,PO33 1XZ,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/st-helens-duver,
357,Melford Hall,224,1,Discover the stories behind this eclectic home.,52.0844,0.7281,Long Melford,Sudbury,Suffolk,England,CO10 9AA,East of England,4.41787E+11,melford@nationaltrust.org.uk,https://www.nationaltrust.org.uk/melford-hall,
358,Ashridge Estate,17,0,"Ancient trees, rolling chalk downlands and lush meadows in an area of outstanding natural beauty",51.805599,-0.58542,Moneybury Hill; Ringshall,Near Berkhamsted,Hertfordshire,England,HP4 1LT,East of England,4.41443E+11,ashridge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ashridge-estate,
359,Nunnington Hall,242,1,Picturesque Yorkshire manor house with organic garden and exciting exhibitions,54.204601,-0.97233,Nunnington,near York,North Yorkshire,England,YO62 5UY,Yorkshire and North East,4.4144E+11,nunningtonhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/nunnington-hall,
360,Solva Coast,5410,0,"Solva's jutting headlands, gentle valleys and sweeping shores all have a tale to tell. From Iron Age settlements and industry to chilling coastal chronicles, there's lots to uncover.",51.874002,-5.188659,--,Caerfi to Newgale,Pembrokeshire,Wales,SA62,Wales,4.41438E+11,solvacoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/solva-coast,
361,Knightshayes,192,1,"Discover Knightshayes - a great post-war garden, 19th-century parkland and grand Gothic Revival architecture by Victorian visionary William Burges.",50.920777,-3.485064,Bolham,Tiverton,Devon,England,EX16 7RG,South West,4.41884E+11,knightshayes@nationaltrust.org.uk,https://www.nationaltrust.org.uk/knightshayes,
362,The Buscot and Coleshill Estates,2575,0,Villages and countryside criss-crossed with trails,51.640444,-1.660634,Coleshill,near Swindon,Wiltshire,England,SN6 7PT,London and South East,4.41794E+11,buscotandcoleshill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-buscot-and-coleshill-estates,
363,Pin Mill,6194,1,Enjoy a wander around Pin Mill and escape from it all,51.996323,1.213511,Pin Mill - Council Car park,near Chelmondiston,Suffolk,England,IP9 1JJ,East of England,--,pinmill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pin-mill,
364,"Ilam Park, Dovedale and the White Peak",4510,0,"White Peak Estate, including Ilam Park, Dovedale and Hamps and Manifold Valleys",53.052624,-1.805627,Ilam,Ashbourne,Derbyshire,England,DE6 2AZ,Midlands,4.41335E+11,peakdistrict@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ilam-park-dovedale-and-the-white-peak,
365,Glendurgan Garden,144,0,"Stroll down through the peaceful, exotic and playful valley to a sheltered beach at the bottom.",50.10914,-5.116531,Mawnan Smith,near Falmouth,Cornwall,England,TR11 5JZ,South West,4.41326E+11,glendurgan@nationaltrust.org.uk,https://www.nationaltrust.org.uk/glendurgan-garden,
366,Powis Castle and Garden,266,1,Medieval castle rising dramatically above the celebrated garden,52.6492,-3.15764,--,Welshpool,Powys,Wales,SY21 8RF,Wales,4.41939E+11,powiscastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/powis-castle-and-garden,
367,Haresfield Beacon and Standish Wood,5091,0,A superb Cotswold landscape of mixed woodland and open grassland with extensive views,51.7784,-2.26233,Nr Whiteshill Village,Stroud,Gloucestershire,England,GL6 6PP,South West,4.41453E+11,cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/haresfield-beacon-and-standish-wood,
368,Chiddingstone Village,5361,1,One of the most beautiful and oldest villages in Kent,51.185947,0.1464504,Chiddingstone Road; Chiddingstone,near Edenbridge,Kent,England,TN8 7AH,London and South East,4.41733E+11,chiddingstone@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chiddingstone-village,
369,Holnicote Estate,178,0,"Varied landscape of moorland, woods, farms and coast, rich in wildlife",51.21106,-3.54753,--,near Minehead,Somerset,England,--,South West,4.41644E+11,holnicote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/holnicote-estate,
370,Eastbury Manor House,121,1,Striking Elizabethan brick-built gentry house set in tranquil gardens,51.534199,0.10061,Eastbury Square,Barking,Essex,England,IG11 9SN,London and South East,4.42082E+11,eastburymanorhouse@lbbd.gov.uk,https://www.nationaltrust.org.uk/eastbury-manor-house,
371,Hardcastle Crags,165,1,A spectacular wooded valley with 19th-century Gibson Mill at its heart,53.758548,-2.01806,Gibson Mill; Midgehole Road,Hebden Bridge,West Yorkshire,England,HX7 7AW,Yorkshire and North East,4.41423E+11,hardcastlecrags@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hardcastle-crags,
372,Trelissick,336,1,A welcoming garden set in an estate with stunning maritime views and lovely woodland walks,50.217241,-5.0337821,Feock,near Truro,Cornwall,England,TR3 6QL,South West,4.41873E+11,trelissick@nationaltrust.org.uk,https://www.nationaltrust.org.uk/trelissick,
373,Braithwaite Hall,45,1,17th-century farmhouse in beautiful Coverdale,54.2668,-1.81933,East Witton,Leyburn,North Yorkshire,England,DL8 4SY,Yorkshire and North East,4.4197E+11,braithwaitehall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/braithwaite-hall,
374,Darrow Wood,6210,0,Discover this hidden historical site in the midst of surrounding farmland ,52.455557,1.33221613,Darrow Green Road; Denton,Harleston,Norfolk,England,IP20 0AY,East of England,--,darrowwood@nationaltrust.org.uk,https://www.nationaltrust.org.uk/darrow-wood,
375,Godolphin,145,1,An ancient and atmospheric estate with a medieval garden and historic house,50.1367,-5.36116,Godolphin Cross,Helston,Cornwall,England,TR13 9RE,South West,4.41737E+11,godolphin@nationaltrust.org.uk,https://www.nationaltrust.org.uk/godolphin,
376,Stembridge Tower Mill,313,1,The last remaining thatched windmill in England,51.070301,-2.80628,--,High Ham,Somerset,England,TA10 9DJ,South West,4.41936E+11,stembridgemill@nationaltrust.org.uk,--,
377,Badbury,6199,0,Woodland with an Iron Age past  ,51.6505,-1.6227,Coleshill,near Swindon,Oxfordshire,England,SN7 7NL,London and South East,4.41794E+11,badburyclump@nationaltrust.org.uk,https://www.nationaltrust.org.uk/badbury,
378,Slindon Estate,6062,1,A great and ancient downland estate,50.8608835,-0.6364376,Slindon,near Arundel,West Sussex,England,--,London and South East,4.41244E+11,southdownscentral@nationaltrust.org.uk,https://www.nationaltrust.org.uk/slindon-estate,
379,Maister House,219,1,18th-century merchant's house,53.743301,-0.32944,160 High Street,Hull,East Yorkshire,England,HU1 1NL,Yorkshire and North East,--,maisterhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/maister-house,
380,Cilgerran Castle,78,1,Uncover nearly 800 years of history at the magnificent Cilgerran Castle. This striking 13th-century fortress is perched overlooking the spectacular Teifi Gorge.,52.0574,-4.63413,--,near Cardigan,Pembrokeshire,Wales,SA43 2SF,Wales,4.4124E+11,cilgerrancastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cilgerran-castle,
381,Plas Newydd House and Garden,263,1,"Enchanting mansion and gardens, with spectacular views of Snowdonia. A whole day of things to see and do.",53.202599,-4.21541,--,Llanfairpwll,Anglesey,Wales,LL61 6DQ,Wales,4.41249E+11,plasnewydd@nationaltrust.org.uk,https://www.nationaltrust.org.uk/plas-newydd-house-and-garden,
382,Cissbury Ring,6056,0,The most historic hill on the South Downs,50.86014,-0.37932,--,Near Findon,West Sussex,England,BN14 0HT,London and South East,4.41274E+11,saddlescombe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cissbury-ring,
383,Blickling Estate,35,1,One day is never enough. Discover a complete Norfolk estate with something for everyone.,52.812,1.23139,Blickling Estate,Aylsham,Norfolk,England,NR11 6NF,East of England,4.41264E+11,blickling@nationaltrust.org.uk,https://www.nationaltrust.org.uk/blickling-estate,
384,The Textile Conservation Studio,4507,0,The Studio aims to provide a complete conservation service for historic textiles,52.80089,1.191523,Malthouse Barn; Oulton Street,--,Norfolk,England,NR11 6AF,East of England,4.41264E+11,textilestudio@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-textile-conservation-studio,
385,Carrick-a-Rede,407,0,Carrick-a-Rede Rope Bridge was first erected by salmon fishermen in 1755,55.236698,-6.3328,119a Whitepark Road,Ballintoy,County Antrim,Northern Ireland,BT54 6LS,Northern Ireland,4.42821E+11,carrick-a-rede@nationaltrust.org.uk,https://www.nationaltrust.org.uk/carrick-a-rede,
386,Dyffryn Gardens,5284,1,"From forlorn to fabulous, an ambitious Edwardian garden revival",51.437563,-3.304228,--,St Nicholas,Vale of Glamorgan,Wales,CF5 6SU,Wales,4.42921E+11,dyffryn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dyffryn-gardens,
387,Greenway,152,1,Greenway house and garden: 'the loveliest place in the world',50.382401,-3.5872,Greenway Road; Galmpton,near Brixham,Devon,England,TQ5 0ES,South West,4.41804E+11,greenway@nationaltrust.org.uk,https://www.nationaltrust.org.uk/greenway,
388,Goddards House and Garden,2361,1,A hidden garden on the edge of York.,53.940102,-1.10261,27 Tadcaster Road,York,North Yorkshire,England,YO24 1GG,Yorkshire and North East,--,goddards@nationaltrust.org.uk,https://www.nationaltrust.org.uk/goddards-house-and-garden,
389,Mill Bay,6083,0,"Unspoilt, wild coastline with turquoise waters and golden beaches",50.229439,-3.7666917,Mill Bay car park,East Portlemouth,Devon,England,TQ8 8PU,South West,4.41752E+11,southdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mill-bay,
390,Brockhampton,55,1,Traditionally farmed estate and medieval manor house,52.1991,-2.4569,Brockhampton Estate; Bringsty,near Bromyard,Herefordshire,England,WR6 5TB,Midlands,4.41885E+11,brockhampton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brockhampton,
391,Trengwainton Garden,337,1,Sheltered garden bursting with exotic trees and shrubs,50.127899,-5.5695,Madron,near Penzance,Cornwall,England,TR20 8RZ,South West,4.41736E+11,trengwainton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/trengwainton-garden,
392,Studland Bay,320,0,Vast area of sandy beaches and heathland,50.651732,-1.953806,Studland,near Swanage,Dorset,England,--,South West,4.41929E+11,studlandbay@nationaltrust.org.uk,https://www.nationaltrust.org.uk/studland-bay,
393,Willington Dovecote and Stables,373,1,Outstanding 16th-century stone dovecote and stable building,52.137501,-0.3808,Willington; Church End,near Bedford,Bedfordshire,England,MK44 3PX,East of England,4.41285E+11,willingtondovecote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/willington-dovecote-and-stables,
